lat,long,type
42.33325635,-71.07289955,SIMPLE ASSAULT
42.28337636,-71.07010957,SIMPLE ASSAULT
42.33441135,-71.07574956,SIMPLE ASSAULT
42.33218135,-71.05346456,SIMPLE ASSAULT
42.35561135,-71.14940953,SIMPLE ASSAULT
42.35114135,-71.07665956,AGGRAVATED ASSAULT
42.3069785,-71.0783167,FIRE
42.29775135,-71.06090456,SIMPLE ASSAULT
42.36231028,-71.06198357,SIMPLE ASSAULT
42.34493135,-71.06375956,AGGRAVATED ASSAULT
42.32958135,-71.10609955,FIRE
42.35084634,-71.05830956,SIMPLE ASSAULT
42.31568135,-71.06137456,SIMPLE ASSAULT
42.33699635,-71.07857455,SIMPLE ASSAULT
42.35808732,-71.07180853,SIMPLE ASSAULT
42.35680135,-71.15158952,SIMPLE ASSAULT
42.36126885,-71.06252371,AGGRAVATED ASSAULT
42.35120135,-71.17311952,AGGRAVATED ASSAULT
42.30261635,-71.07916956,SIMPLE ASSAULT
42.36937134,-71.03954957,SIMPLE ASSAULT
42.29278353,-71.06417043,FIRE
42.34877635,-71.09601955,SIMPLE ASSAULT
42.36310634,-71.05618956,SIMPLE ASSAULT
42.31022635,-71.11498955,SIMPLE ASSAULT
42.29936636,-71.06978457,HOMICIDE
42.36789634,-71.03814957,SIMPLE ASSAULT
42.35073634,-71.04338956,AGGRAVATED ASSAULT
42.31596163,-71.07381757,SIMPLE ASSAULT
42.29512636,-71.05861956,SIMPLE ASSAULT
42.33065198,-71.05826039,SIMPLE ASSAULT
42.32092135,-71.06132456,SIMPLE ASSAULT
42.31367635,-71.05703956,SIMPLE ASSAULT
42.35375135,-71.13226954,SIMPLE ASSAULT
42.28702136,-71.07707955,AGGRAVATED ASSAULT
42.27976136,-71.06646956,SIMPLE ASSAULT
42.29779135,-71.08097956,SIMPLE ASSAULT
42.35272634,-71.06257456,SIMPLE ASSAULT
42.26397136,-71.10992455,FIRE
42.30469189,-71.07093767,SIMPLE ASSAULT
42.28306636,-71.13174454,AGGRAVATED ASSAULT
42.39002879,-71.01167195,FIRE
42.3200542,-71.08718788,SIMPLE ASSAULT
42.32042135,-71.07776956,SIMPLE ASSAULT
42.26107493,-71.11399098,SIMPLE ASSAULT
42.32672135,-71.06708956,SIMPLE ASSAULT
42.35120135,-71.17311952,SIMPLE ASSAULT
42.33436372,-71.10412517,AGGRAVATED ASSAULT
42.34452135,-71.07061956,AGGRAVATED ASSAULT
42.28808136,-71.09150455,AGGRAVATED ASSAULT
42.31609135,-71.07756456,SIMPLE ASSAULT
42.3185609,-71.07779391,AGGRAVATED ASSAULT
42.27792715,-71.16123525,SIMPLE ASSAULT
42.37879134,-71.06844956,SIMPLE ASSAULT
42.27559322,-71.10032375,HOMICIDE
42.39262966,-71.00843603,SIMPLE ASSAULT
42.36897634,-71.03941457,SIMPLE ASSAULT
